"","ID","H/A","Name","FG Dist.","Good","Blk.","Avg. Dist.","Sea. Avg."
"253",253,"@","Nick Novak\novaknic01",34,"Y","N",36.78,"85.4%"
"254",254,"","Caleb Sturgis\SturCa00",36,"Y","N",37.63,"85.4%"
"255",255,"","Jason Myers\MyerJa00",61,"N","Y",42.82,"79.4%"
"256",256,"@","Nick Folk\FolkNi20",30,"Y","N",33.97,"87.1%"
"257",257,"","Roberto Aguayo\AguaRo00",26,"Y","N",36.68,"71.0%"
"258",258,"@","Sebastian Janikowski\janikseb01",33,"Y","N",38.54,"82.9%"
"259",259,"@","Sebastian Janikowski\janikseb01",44,"Y","N",38.54,"82.9%"
"260",260,"@","Adam Vinatieri\vinatada01",53,"Y","N",43.16,"87.1%"
"261",261,"","Nick Folk\FolkNi20",38,"Y","N",33.97,"87.1%"
"262",262,"@","Adam Vinatieri\vinatada01",36,"Y","N",43.16,"87.1%"
"263",263,"","Connor Barth\barthco01",45,"Y","N",35.35,"78.3%"
"264",264,"","Mike Nugent\nugenmik01",38,"Y","N",35.17,"79.3%"
"265",265,"@","Roberto Aguayo\AguaRo00",35,"Y","N",36.68,"71.0%"
"266",266,"","Sebastian Janikowski\janikseb01",47,"Y","N",38.54,"82.9%"
"267",267,"","Stephen Gostkowski\GostSt20",45,"Y","N",37.16,"84.4%"
"268",268,"","Matt Bryant\bryanmat01",22,"Y","N",37.3,"91.9%"
"269",269,"","Steven Hauschka\HausSt00",28,"Y","N",34.14,"89.2%"
"270",270,"","Chandler Catanzaro\CataCh00",53,"N","N",39.07,"75.0%"
"271",271,"@","Matt Prater\PratMa20",52,"Y","N",40.17,"86.1%"
"272",272,"","Mike Nugent\nugenmik01",32,"Y","N",35.17,"79.3%"
"273",273,"","Justin Tucker\TuckJu00",55,"Y","N",41.95,"97.4%"
"274",274,"","Randy Bullock\BullRa00",44,"Y","N",32.67,"88.9%"
"275",275,"@","Brandon McManus\McMaBr01",32,"Y","N",37.88,"85.3%"
"276",276,"@","Dustin Hopkins\HopkDu00",20,"Y","N",36.9,"81.0%"
"277",277,"","Steven Hauschka\HausSt00",23,"Y","N",34.14,"89.2%"
"278",278,"@","Matt Prater\PratMa20",29,"Y","N",40.17,"86.1%"
"279",279,"@","Dan Carpenter\CarpDa44",27,"Y","N",36.16,"76.0%"
"280",280,"","Matt Bryant\bryanmat01",59,"Y","N",37.3,"91.9%"
"281",281,"","Mike Nugent\nugenmik01",26,"Y","N",35.17,"79.3%"
"282",282,"@","Phil Dawson\dawsophi01",28,"Y","N",40.33,"85.7%"
"283",283,"","Randy Bullock\BullRa00",38,"Y","N",32.67,"88.9%"
"284",284,"@","Roberto Aguayo\AguaRo00",27,"Y","N",36.68,"71.0%"
"285",285,"","Sebastian Janikowski\janikseb01",41,"Y","N",38.54,"82.9%"
"286",286,"","Stephen Gostkowski\GostSt20",48,"Y","N",37.16,"84.4%"
"287",287,"","Steven Hauschka\HausSt00",31,"Y","N",34.14,"89.2%"
"288",288,"","Chandler Catanzaro\CataCh00",28,"Y","N",39.07,"75.0%"
"289",289,"@","Matt Prater\PratMa20",27,"Y","N",40.17,"86.1%"
"290",290,"","Wil Lutz\LutzWi00",32,"Y","N",37.53,"82.4%"
"291",291,"","Josh Lambo\LambJo00",53,"N","N",36.38,"81.3%"
"292",292,"@","Andrew Franks\FranAn01",46,"N","N",32.86,"76.2%"
"293",293,"@","Dustin Hopkins\HopkDu00",47,"Y","N",36.9,"81.0%"
"294",294,"@","Caleb Sturgis\SturCa00",51,"N","N",37.63,"85.4%"
"295",295,"@","Matt Prater\PratMa20",27,"Y","N",40.17,"86.1%"
"296",296,"","Stephen Gostkowski\GostSt20",45,"Y","N",37.16,"84.4%"
"297",297,"@","Greg Zuerlein\ZuerGr00",44,"Y","N",38.68,"86.4%"
"298",298,"","Matt Bryant\bryanmat01",22,"Y","N",37.3,"91.9%"
"299",299,"","Jason Myers\MyerJa00",47,"Y","N",42.82,"79.4%"
"300",300,"","Mike Nugent\nugenmik01",33,"Y","N",35.17,"79.3%"
"301",301,"@","Phil Dawson\dawsophi01",31,"Y","N",40.33,"85.7%"
"302",302,"","Randy Bullock\BullRa00",34,"Y","N",32.67,"88.9%"
"303",303,"@","Roberto Aguayo\AguaRo00",31,"N","N",36.68,"71.0%"
"304",304,"","Sebastian Janikowski\janikseb01",47,"Y","N",38.54,"82.9%"
"305",305,"","Stephen Gostkowski\GostSt20",28,"Y","N",37.16,"84.4%"
"306",306,"@","Brandon McManus\McMaBr01",41,"Y","N",37.88,"85.3%"
"307",307,"@","Dustin Hopkins\HopkDu00",53,"Y","N",36.9,"81.0%"
"308",308,"","Steven Hauschka\HausSt00",37,"Y","N",34.14,"89.2%"
"309",309,"@","Matt Prater\PratMa20",32,"Y","N",40.17,"86.1%"
"310",310,"","Wil Lutz\LutzWi00",40,"Y","N",37.53,"82.4%"
"311",311,"@","Dan Bailey\BailDa00",39,"Y","N",38.41,"84.4%"
"312",312,"","Kai Forbath\ForbKa00",36,"Y","N",34.33,"100.0%"
"313",313,"","Kai Forbath\ForbKa00",48,"Y","N",34.33,"100.0%"
"314",314,"","Kai Forbath\ForbKa00",33,"Y","N",34.33,"100.0%"
"315",315,"","Caleb Sturgis\SturCa00",50,"Y","N",37.63,"85.4%"
"316",316,"@","Mason Crosby\CrosMa20",33,"Y","N",35.4,"86.7%"
"317",317,"","Caleb Sturgis\SturCa00",48,"Y","N",37.63,"85.4%"
"318",318,"@","Mason Crosby\CrosMa20",32,"Y","N",35.4,"86.7%"
"319",319,"@","Cairo Santos\SantCa01",37,"Y","N",35.63,"88.6%"
"320",320,"@","Josh Lambo\LambJo00",54,"N","N",36.38,"81.3%"
"321",321,"@","Stephen Gostkowski\GostSt20",39,"N","N",37.16,"84.4%"
"322",322,"","Brandon McManus\McMaBr01",44,"Y","N",37.88,"85.3%"
"323",323,"","Andrew Franks\FranAn01",24,"Y","N",32.86,"76.2%"
"324",324,"","Nick Folk\FolkNi20",54,"N","Y",33.97,"87.1%"
"325",325,"@","Ryan Succop\SuccRy44",31,"Y","N",39.33,"91.7%"
"326",326,"","Nick Novak\novaknic01",19,"Y","N",36.78,"85.4%"
"327",327,"@","Phil Dawson\dawsophi01",36,"Y","N",40.33,"85.7%"
"328",328,"","Roberto Aguayo\AguaRo00",48,"N","N",36.68,"71.0%"
"329",329,"","Sebastian Janikowski\janikseb01",23,"Y","N",38.54,"82.9%"
"330",330,"@","Stephen Gostkowski\GostSt20",41,"Y","N",37.16,"84.4%"
"331",331,"@","Chandler Catanzaro\CataCh00",25,"Y","N",39.07,"75.0%"
"332",332,"","Justin Tucker\TuckJu00",57,"Y","N",41.95,"97.4%"
"333",333,"@","Stephen Gostkowski\GostSt20",28,"Y","N",37.16,"84.4%"
"334",334,"","Brandon McManus\McMaBr01",33,"Y","N",37.88,"85.3%"
"335",335,"","Nick Folk\FolkNi20",51,"Y","N",33.97,"87.1%"
"336",336,"@","Ryan Succop\SuccRy44",19,"Y","N",39.33,"91.7%"
"337",337,"","Matt Bryant\bryanmat01",45,"Y","N",37.3,"91.9%"
"338",338,"@","Mike Nugent\nugenmik01",36,"Y","N",35.17,"79.3%"
"339",339,"","Justin Tucker\TuckJu00",36,"Y","N",41.95,"97.4%"
"340",340,"","Cody Parkey\ParkCo03",25,"Y","N",37.6,"80.0%"
"341",341,"@","Cairo Santos\SantCa01",34,"Y","N",35.63,"88.6%"
"342",342,"","Sebastian Janikowski\janikseb01",23,"Y","N",38.54,"82.9%"
"343",343,"@","Stephen Gostkowski\GostSt20",29,"Y","N",37.16,"84.4%"
"344",344,"","Brandon McManus\McMaBr01",62,"N","N",37.88,"85.3%"
"345",345,"@","Steven Hauschka\HausSt00",43,"Y","N",34.14,"89.2%"
"346",346,"","Justin Tucker\TuckJu00",52,"Y","N",41.95,"97.4%"
"347",347,"","Nick Novak\novaknic01",45,"Y","N",36.78,"85.4%"
"348",348,"@","Chandler Catanzaro\CataCh00",54,"Y","N",39.07,"75.0%"
"349",349,"@","Mike Nugent\nugenmik01",23,"Y","N",35.17,"79.3%"
"350",350,"","Justin Tucker\TuckJu00",54,"Y","N",41.95,"97.4%"
"351",351,"","Cody Parkey\ParkCo03",20,"Y","N",37.6,"80.0%"
"352",352,"@","Dustin Hopkins\HopkDu00",20,"Y","N",36.9,"81.0%"
"353",353,"@","Kai Forbath\ForbKa00",28,"Y","N",34.33,"100.0%"
"354",354,"","Matt Prater\PratMa20",40,"Y","N",40.17,"86.1%"
"355",355,"@","Dustin Hopkins\HopkDu00",43,"N","N",36.9,"81.0%"
"356",356,"@","Dustin Hopkins\HopkDu00",55,"N","N",36.9,"81.0%"
"357",357,"@","Kai Forbath\ForbKa00",30,"Y","N",34.33,"100.0%"
"358",358,"","Matt Prater\PratMa20",48,"Y","N",40.17,"86.1%"
"359",359,"","Dan Bailey\BailDa00",46,"Y","N",38.41,"84.4%"
"360",360,"","Adam Vinatieri\vinatada01",52,"N","N",43.16,"87.1%"
"361",361,"@","Dustin Hopkins\HopkDu00",24,"Y","N",36.9,"81.0%"
"362",362,"","Matt Prater\PratMa20",29,"Y","N",40.17,"86.1%"
"363",363,"","Sebastian Janikowski\janikseb01",20,"Y","N",38.54,"82.9%"
"364",364,"","Sebastian Janikowski\janikseb01",19,"Y","N",38.54,"82.9%"
"365",365,"@","Nick Novak\novaknic01",28,"Y","N",36.78,"85.4%"
"366",366,"@","Nick Novak\novaknic01",32,"Y","N",36.78,"85.4%"
"367",367,"","Adam Vinatieri\vinatada01",49,"Y","N",43.16,"87.1%"
"368",368,"","Steven Hauschka\HausSt00",44,"N","N",34.14,"89.2%"
"369",369,"@","Justin Tucker\TuckJu00",46,"Y","N",41.95,"97.4%"
"370",370,"@","Dan Carpenter\CarpDa44",54,"Y","N",36.16,"76.0%"
"371",371,"@","Mason Crosby\CrosMa20",36,"Y","N",35.4,"86.7%"
"372",372,"","Greg Zuerlein\ZuerGr00",48,"N","N",38.68,"86.4%"
"373",373,"","Matt Prater\PratMa20",43,"Y","N",40.17,"86.1%"
"374",374,"@","Jason Myers\MyerJa00",52,"Y","N",42.82,"79.4%"
"375",375,"@","Chris Boswell\BoswCh00",32,"Y","N",40.64,"84.0%"
"376",376,"","Dan Bailey\BailDa00",30,"Y","N",38.41,"84.4%"
"377",377,"@","Roberto Aguayo\AguaRo00",22,"Y","N",36.68,"71.0%"
"378",378,"","Cody Parkey\ParkCo03",24,"Y","N",37.6,"80.0%"
"379",379,"","Cairo Santos\SantCa01",22,"Y","N",35.63,"88.6%"
"380",380,"","Adam Vinatieri\vinatada01",42,"N","N",43.16,"87.1%"
"381",381,"@","Connor Barth\barthco01",51,"N","N",35.35,"78.3%"
"382",382,"","Steven Hauschka\HausSt00",35,"Y","N",34.14,"89.2%"
"383",383,"@","Dan Carpenter\CarpDa44",26,"Y","N",36.16,"76.0%"
"384",384,"","Dustin Hopkins\HopkDu00",37,"Y","N",36.9,"81.0%"
"385",385,"","Greg Zuerlein\ZuerGr00",46,"Y","N",38.68,"86.4%"
"386",386,"","Robbie Gould\gouldrob01",46,"Y","N",36.3,"100.0%"
"387",387,"","Matt Prater\PratMa20",27,"Y","N",40.17,"86.1%"
"388",388,"@","Jason Myers\MyerJa00",27,"Y","N",42.82,"79.4%"
"389",389,"","Phil Dawson\dawsophi01",33,"Y","N",40.33,"85.7%"
"390",390,"@","Chris Boswell\BoswCh00",22,"Y","N",40.64,"84.0%"
"391",391,"@","Roberto Aguayo\AguaRo00",36,"Y","N",36.68,"71.0%"
"392",392,"@","Chandler Catanzaro\CataCh00",34,"Y","N",39.07,"75.0%"
"393",393,"@","Dan Carpenter\CarpDa44",20,"Y","N",36.16,"76.0%"
"394",394,"@","Roberto Aguayo\AguaRo00",31,"Y","N",36.68,"71.0%"
"395",395,"@","Mason Crosby\CrosMa20",36,"N","N",35.4,"86.7%"
"396",396,"@","Stephen Gostkowski\GostSt20",38,"Y","N",37.16,"84.4%"
"397",397,"@","Connor Barth\barthco01",40,"Y","N",35.35,"78.3%"
"398",398,"","Steven Hauschka\HausSt00",21,"Y","N",34.14,"89.2%"
"399",399,"","Kai Forbath\ForbKa00",27,"Y","N",34.33,"100.0%"
"400",400,"@","Ryan Succop\SuccRy44",47,"Y","N",39.33,"91.7%"
"401",401,"@","Chris Boswell\BoswCh00",33,"Y","N",40.64,"84.0%"
"402",402,"","Dan Bailey\BailDa00",21,"Y","N",38.41,"84.4%"
"403",403,"@","Roberto Aguayo\AguaRo00",41,"Y","N",36.68,"71.0%"
"404",404,"@","Wil Lutz\LutzWi00",27,"Y","N",37.53,"82.4%"
"405",405,"","Graham Gano\GanoGr44",49,"Y","N",40.61,"78.9%"
"406",406,"@","Wil Lutz\LutzWi00",30,"Y","N",37.53,"82.4%"
"407",407,"","Graham Gano\GanoGr44",32,"Y","N",40.61,"78.9%"
"408",408,"@","Wil Lutz\LutzWi00",38,"N","Y",37.53,"82.4%"
"409",409,"","Graham Gano\GanoGr44",42,"Y","N",40.61,"78.9%"
"410",410,"@","Mike Nugent\nugenmik01",38,"Y","N",35.17,"79.3%"
"411",411,"@","Mike Nugent\nugenmik01",25,"Y","N",35.17,"79.3%"
"412",412,"@","Nick Novak\novaknic01",49,"N","N",36.78,"85.4%"
"413",413,"","Dustin Hopkins\HopkDu00",30,"Y","N",36.9,"81.0%"
"414",414,"@","Matt Bryant\bryanmat01",38,"Y","N",37.3,"91.9%"
"415",415,"","Chandler Catanzaro\CataCh00",34,"Y","N",39.07,"75.0%"
"416",416,"","Chris Boswell\BoswCh00",55,"N","N",40.64,"84.0%"
"417",417,"@","Dan Bailey\BailDa00",53,"Y","N",38.41,"84.4%"
"418",418,"","Roberto Aguayo\AguaRo00",27,"Y","N",36.68,"71.0%"
"419",419,"","Stephen Gostkowski\GostSt20",30,"Y","N",37.16,"84.4%"
"420",420,"@","Brandon McManus\McMaBr01",28,"Y","N",37.88,"85.3%"
"421",421,"@","Connor Barth\barthco01",54,"Y","N",35.35,"78.3%"
"422",422,"@","Steven Hauschka\HausSt00",23,"Y","N",34.14,"89.2%"
"423",423,"","Caleb Sturgis\SturCa00",55,"N","N",37.63,"85.4%"
"424",424,"@","Cairo Santos\SantCa01",33,"Y","N",35.63,"88.6%"
"425",425,"","Ryan Succop\SuccRy44",23,"Y","N",39.33,"91.7%"
"426",426,"@","Nick Novak\novaknic01",51,"Y","N",36.78,"85.4%"
"427",427,"","Dustin Hopkins\HopkDu00",50,"Y","N",36.9,"81.0%"
"428",428,"@","Steven Hauschka\HausSt00",27,"Y","N",34.14,"89.2%"
"429",429,"@","Greg Zuerlein\ZuerGr00",38,"Y","N",38.68,"86.4%"
"430",430,"","Caleb Sturgis\SturCa00",44,"N","N",37.63,"85.4%"
"431",431,"@","Matt Bryant\bryanmat01",53,"N","N",37.3,"91.9%"
"432",432,"","Jason Myers\MyerJa00",54,"Y","N",42.82,"79.4%"
"433",433,"@","Phil Dawson\dawsophi01",49,"Y","N",40.33,"85.7%"
"434",434,"","Josh Lambo\LambJo00",45,"Y","N",36.38,"81.3%"
"435",435,"@","Andrew Franks\FranAn01",27,"Y","N",32.86,"76.2%"
"436",436,"","Chandler Catanzaro\CataCh00",19,"Y","N",39.07,"75.0%"
"437",437,"","Chris Boswell\BoswCh00",39,"Y","N",40.64,"84.0%"
"438",438,"@","Dan Bailey\BailDa00",37,"Y","N",38.41,"84.4%"
"439",439,"","Wil Lutz\LutzWi00",30,"Y","N",37.53,"82.4%"
"440",440,"","Roberto Aguayo\AguaRo00",30,"Y","N",36.68,"71.0%"
"441",441,"@","Mason Crosby\CrosMa20",38,"Y","N",35.4,"86.7%"
"442",442,"@","Brandon McManus\McMaBr01",42,"N","N",37.88,"85.3%"
"443",443,"@","Steven Hauschka\HausSt00",41,"Y","N",34.14,"89.2%"
"444",444,"","Caleb Sturgis\SturCa00",25,"Y","N",37.63,"85.4%"
"445",445,"@","Cairo Santos\SantCa01",36,"Y","N",35.63,"88.6%"
"446",446,"@","Nick Novak\novaknic01",50,"N","N",36.78,"85.4%"
"447",447,"","Dustin Hopkins\HopkDu00",37,"Y","N",36.9,"81.0%"
"448",448,"@","Greg Zuerlein\ZuerGr00",20,"Y","N",38.68,"86.4%"
"449",449,"@","Matt Bryant\bryanmat01",43,"Y","N",37.3,"91.9%"
"450",450,"","Chris Boswell\BoswCh00",25,"Y","N",40.64,"84.0%"
"451",451,"@","Dan Bailey\BailDa00",46,"Y","N",38.41,"84.4%"
"452",452,"","Ryan Succop\SuccRy44",51,"Y","N",39.33,"91.7%"
"453",453,"@","Brandon McManus\McMaBr01",37,"Y","N",37.88,"85.3%"
"454",454,"","Caleb Sturgis\SturCa00",48,"Y","N",37.63,"85.4%"
"455",455,"","Chandler Catanzaro\CataCh00",39,"Y","N",39.07,"75.0%"
"456",456,"@","Mason Crosby\CrosMa20",29,"Y","N",35.4,"86.7%"
"457",457,"@","Cairo Santos\SantCa01",37,"Y","N",35.63,"88.6%"
"458",458,"@","Brandon McManus\McMaBr01",50,"Y","N",37.88,"85.3%"
"459",459,"","Dustin Hopkins\HopkDu00",28,"Y","N",36.9,"81.0%"
"460",460,"@","Steven Hauschka\HausSt00",31,"Y","N",34.14,"89.2%"
"461",461,"@","Greg Zuerlein\ZuerGr00",34,"Y","N",38.68,"86.4%"
"462",462,"","Caleb Sturgis\SturCa00",29,"Y","N",37.63,"85.4%"
"463",463,"@","Matt Bryant\bryanmat01",46,"Y","N",37.3,"91.9%"
"464",464,"","Jason Myers\MyerJa00",44,"Y","N",42.82,"79.4%"
"465",465,"@","Phil Dawson\dawsophi01",53,"Y","N",40.33,"85.7%"
"466",466,"","Graham Gano\GanoGr44",42,"Y","N",40.61,"78.9%"
"467",467,"@","Cairo Santos\SantCa01",47,"Y","N",35.63,"88.6%"
"468",468,"","Justin Tucker\TuckJu00",40,"Y","N",41.95,"97.4%"
"469",469,"","Justin Tucker\TuckJu00",25,"Y","N",41.95,"97.4%"
"470",470,"@","Dan Carpenter\CarpDa44",31,"Y","N",36.16,"76.0%"
"471",471,"","Steven Hauschka\HausSt00",49,"Y","N",34.14,"89.2%"
"472",472,"@","Dan Carpenter\CarpDa44",54,"N","N",36.16,"76.0%"
"473",473,"","Greg Zuerlein\ZuerGr00",25,"Y","N",38.68,"86.4%"
"474",474,"@","Caleb Sturgis\SturCa00",26,"Y","N",37.63,"85.4%"
"475",475,"","Phil Dawson\dawsophi01",48,"Y","N",40.33,"85.7%"
"476",476,"","Cody Parkey\ParkCo03",31,"Y","N",37.6,"80.0%"
"477",477,"@","Graham Gano\GanoGr44",48,"N","N",40.61,"78.9%"
"478",478,"","Cairo Santos\SantCa01",51,"Y","N",35.63,"88.6%"
"479",479,"","Josh Lambo\LambJo00",23,"Y","N",36.38,"81.3%"
"480",480,"","Sebastian Janikowski\janikseb01",48,"N","N",38.54,"82.9%"
"481",481,"","Andrew Franks\FranAn01",33,"Y","N",32.86,"76.2%"
"482",482,"","Blair Walsh\WalsBl00",46,"N","Y",38.88,"75.0%"
"483",483,"","Justin Tucker\TuckJu00",42,"Y","N",41.95,"97.4%"
"484",484,"@","Nick Folk\FolkNi20",21,"Y","N",33.97,"87.1%"
"485",485,"@","Wil Lutz\LutzWi00",55,"N","N",37.53,"82.4%"
"486",486,"","Mason Crosby\CrosMa20",27,"Y","N",35.4,"86.7%"
"487",487,"@","Brandon McManus\McMaBr01",44,"Y","N",37.88,"85.3%"
"488",488,"@","Matt Prater\PratMa20",53,"Y","N",40.17,"86.1%"
"489",489,"@","Graham Gano\GanoGr44",37,"Y","N",40.61,"78.9%"
"490",490,"","Cairo Santos\SantCa01",36,"Y","N",35.63,"88.6%"
"491",491,"","Greg Zuerlein\ZuerGr00",55,"N","N",38.68,"86.4%"
"492",492,"@","Caleb Sturgis\SturCa00",40,"N","Y",37.63,"85.4%"
"493",493,"","Phil Dawson\dawsophi01",49,"Y","N",40.33,"85.7%"
"494",494,"","Cairo Santos\SantCa01",26,"Y","N",35.63,"88.6%"
"495",495,"","Sebastian Janikowski\janikseb01",29,"Y","N",38.54,"82.9%"
"496",496,"","Blair Walsh\WalsBl00",33,"Y","N",38.88,"75.0%"
"497",497,"","Justin Tucker\TuckJu00",49,"Y","N",41.95,"97.4%"
"498",498,"@","Nick Folk\FolkNi20",23,"Y","N",33.97,"87.1%"
"499",499,"@","Wil Lutz\LutzWi00",26,"Y","N",37.53,"82.4%"
"500",500,"","Mason Crosby\CrosMa20",48,"N","N",35.4,"86.7%"
